item1,item2,value,class
工作地點,福利,0.007279633493660753,組織文化與制度
公司規模,福利,0.03679909237475169,組織文化與制度
工作環境,福利,0.04171675369723113,組織文化與制度
產業前景,福利,-0.002770124174977373,組織文化與制度
多元性,福利,-0.001409371338595544,組織文化與制度
變化性,福利,0.03843581988285751,組織文化與制度
工學院,福利,-0.024941813821060067,科系專業
管理學院/商學院,福利,-0.0044843917167290415,科系專業
面試,福利,-0.006129372258159419,招募資訊
學經歷,福利,0.020660470575867694,招募資訊
徵才,福利,0.03307967498022599,招募資訊
實習,福利,0.02706025526865269,招募資訊
工作,福利,-0.01616066588814334,招募資訊
離職,福利,-0.00520898379104637,招募資訊
新鮮人,福利,0.03798697223132799,招募資訊
畢業,福利,-0.015014747999027378,招募資訊
招募人員,福利,0.050633632473533925,招募資訊
正向,福利,0.3199223228653726,情緒
負向,福利,0.07270943362852901,情緒
成就感,管理制度,-0.01963072337395897,成長價值
學習成長,管理制度,0.09933666542387537,成長價值
創新,管理制度,0.00316998600336624,成長價值
薪資,管理制度,0.037844853919119445,經濟報酬
福利,管理制度,0.06360666281998603,經濟報酬
管理制度,管理制度,1.0,經濟報酬
工作氛圍,管理制度,0.05061674025576947,人際價值
同事互動,管理制度,0.05161515203872334,人際價值
主管風格,管理制度,0.09912551181057827,人際價值
工作地點,管理制度,0.014910624059015798,組織文化與制度
公司規模,管理制度,0.07103288276003904,組織文化與制度
工作環境,管理制度,-0.013129394419439834,組織文化與制度
產業前景,管理制度,-0.020022684120018376,組織文化與制度
多元性,管理制度,0.018768904199426294,組織文化與制度
變化性,管理制度,0.03624842193096779,組織文化與制度
工學院,管理制度,0.006343301930962907,科系專業
管理學院/商學院,管理制度,-0.005600801394536495,科系專業
面試,管理制度,0.03492802026943284,招募資訊
學經歷,管理制度,0.011821338444214562,招募資訊
徵才,管理制度,0.03251437787722323,招募資訊
實習,管理制度,-0.02741241599697563,招募資訊
工作,管理制度,0.07702947954494682,招募資訊
離職,管理制度,0.04141038844197158,招募資訊
新鮮人,管理制度,0.00845740860632241,招募資訊
畢業,管理制度,0.013401548368427423,招募資訊
招募人員,管理制度,0.029728333608975328,招募資訊
正向,管理制度,0.16047299567712175,情緒
負向,管理制度,0.1236268325835012,情緒
成就感,工作氛圍,0.03896813780684156,成長價值
學習成長,工作氛圍,0.03777691647557479,成長價值
創新,工作氛圍,0.009019942483015004,成長價值
薪資,工作氛圍,0.025445314935046596,經濟報酬
福利,工作氛圍,0.0019442946015773095,經濟報酬
管理制度,工作氛圍,0.050616740255769475,經濟報酬
工作氛圍,工作氛圍,1.0,人際價值
同事互動,工作氛圍,0.041083873686048746,人際價值
主管風格,工作氛圍,0.07005372308168392,人際價值
工作地點,工作氛圍,-0.01735326280533138,組織文化與制度
公司規模,工作氛圍,0.025786278407354427,組織文化與制度
工作環境,工作氛圍,0.023026581648623486,組織文化與制度
產業前景,工作氛圍,-0.01006700998206154,組織文化與制度
多元性,工作氛圍,0.03348338129851243,組織文化與制度
變化性,工作氛圍,-0.01780551398235404,組織文化與制度
工學院,工作氛圍,0.004375717826076575,科系專業
管理學院/商學院,工作氛圍,-0.0034745801869330555,科系專業
面試,工作氛圍,0.024837161004500938,招募資訊
學經歷,工作氛圍,0.0003036617595080583,招募資訊
徵才,工作氛圍,0.020835059783493325,招募資訊
實習,工作氛圍,0.04595791429182762,招募資訊
工作,工作氛圍,0.12287477532724905,招募資訊
離職,工作氛圍,0.03276479492429587,招募資訊
新鮮人,工作氛圍,0.024464466526110725,招募資訊
畢業,工作氛圍,0.03450604584639576,招募資訊
招募人員,工作氛圍,-0.01724957904639574,招募資訊
正向,工作氛圍,0.137521756426353,情緒
負向,工作氛圍,0.21192730060730128,情緒
成就感,同事互動,-0.015541182458823629,成長價值
學習成長,同事互動,0.0483916517541736,成長價值
創新,同事互動,0.029073070384888138,成長價值
薪資,同事互動,0.01651082282410162,經濟報酬
福利,同事互動,0.03694870688205099,經濟報酬
管理制度,同事互動,0.051615152038723335,經濟報酬
工作氛圍,同事互動,0.041083873686048746,人際價值
同事互動,同事互動,1.0,人際價值
主管風格,同事互動,0.12101846097802996,人際價值
工作地點,同事互動,0.005393968194374971,組織文化與制度
公司規模,同事互動,0.05721295494120191,組織文化與制度
工作環境,同事互動,0.037618975427938704,組織文化與制度
產業前景,同事互動,0.04826177575918529,組織文化與制度
多元性,同事互動,0.03826185343243326,組織文化與制度
變化性,同事互動,0.03946350454778018,組織文化與制度
工學院,同事互動,0.020610803286089042,科系專業
管理學院/商學院,同事互動,-0.004434022869661153,科系專業
面試,同事互動,0.007781383044027775,招募資訊
學經歷,同事互動,0.05133986377111504,招募資訊
徵才,同事互動,0.039573452472894004,招募資訊
實習,同事互動,0.016008301705086415,招募資訊
工作,同事互動,0.14271987189622445,招募資訊
離職,同事互動,0.0635209804630421,招募資訊
新鮮人,同事互動,0.011288013551062155,招募資訊
畢業,同事互動,0.02397837094315468,招募資訊
招募人員,同事互動,0.003709939245942615,招募資訊
正向,同事互動,0.26503710292646737,情緒
負向,同事互動,0.0816958377685208,情緒
成就感,主管風格,0.00460450190594191,成長價值
學習成長,主管風格,0.02164627098400654,成長價值
創新,主管風格,-0.0028981388574786417,成長價值
薪資,主管風格,0.04581643876630162,經濟報酬
福利,主管風格,0.058141546845491776,經濟報酬
管理制度,主管風格,0.09912551181057827,經濟報酬
工作氛圍,主管風格,0.07005372308168392,人際價值
同事互動,主管風格,0.12101846097802997,人際價值
主管風格,主管風格,1.0,人際價值
工作地點,主管風格,-0.02419507580435456,組織文化與制度
公司規模,主管風格,0.05302493953764186,組織文化與制度
工作環境,主管風格,-0.0007549845715560365,組織文化與制度
產業前景,主管風格,0.027169175053953245,組織文化與制度
多元性,主管風格,-0.019978903930289085,組織文化與制度
變化性,主管風格,0.03637669762853988,組織文化與制度
工學院,主管風格,-0.006884447535696938,科系專業
管理學院/商學院,主管風格,-0.004698948968287674,科系專業
面試,主管風格,0.05487509416007854,招募資訊
學經歷,主管風格,0.01626636212783174,招募資訊
徵才,主管風格,0.017291948006694965,招募資訊
實習,主管風格,0.05339334911724826,招募資訊
工作,主管風格,0.10681725952658042,招募資訊
離職,主管風格,0.014196383904938579,招募資訊
新鮮人,主管風格,0.004374214910089075,招募資訊
畢業,主管風格,0.016730460368046575,招募資訊
招募人員,主管風格,0.05875910737017362,招募資訊
正向,主管風格,0.21634478048809405,情緒
負向,主管風格,0.17832779054782547,情緒
成就感,工作地點,-0.006016086355213624,成長價值
學習成長,工作地點,0.008543337871636518,成長價值
創新,工作地點,-0.005699983474553435,成長價值
薪資,工作地點,-0.02407944001207741,經濟報酬
福利,工作地點,0.007279633493660752,經濟報酬
管理制度,工作地點,0.014910624059015798,經濟報酬
工作氛圍,工作地點,-0.01735326280533138,人際價值
同事互動,工作地點,0.005393968194374971,人際價值
主管風格,工作地點,-0.02419507580435456,人際價值
工作地點,工作地點,0.9999999999999999,組織文化與制度
公司規模,工作地點,-0.009995349617859991,組織文化與制度
工作環境,工作地點,0.09906994169476478,組織文化與制度
產業前景,工作地點,-0.005817320857616603,組織文化與制度
多元性,工作地點,-0.007297916013997106,組織文化與制度
變化性,工作地點,0.028281274630636184,組織文化與制度
工學院,工作地點,-0.012708542722156933,科系專業
管理學院/商學院,工作地點,-0.001716437250225343,科系專業
面試,工作地點,0.006672944706409088,招募資訊
學經歷,工作地點,-0.0008469420650998796,招募資訊
徵才,工作地點,-0.012123596642633655,招募資訊
實習,工作地點,-0.0072563829504173,招募資訊
工作,工作地點,-0.012497822261982788,招募資訊
離職,工作地點,-0.011972766742248392,招募資訊
新鮮人,工作地點,-0.011138614725371667,招募資訊
畢業,工作地點,0.008946538172705909,招募資訊
招募人員,工作地點,-0.00852126542863706,招募資訊
正向,工作地點,0.03198684922057175,情緒
負向,工作地點,0.024373710246041607,情緒
成就感,公司規模,-0.00827418968298987,成長價值
學習成長,公司規模,0.05733624482156042,成長價值
創新,公司規模,0.012030176864480706,成長價值
薪資,公司規模,0.093118608804265,經濟報酬
福利,公司規模,0.03679909237475168,經濟報酬
管理制度,公司規模,0.07103288276003902,經濟報酬
工作氛圍,公司規模,0.025786278407354427,人際價值
同事互動,公司規模,0.05721295494120191,人際價值
主管風格,公司規模,0.053024939537641855,人際價值
工作地點,公司規模,-0.009995349617859991,組織文化與制度
公司規模,公司規模,1.0,組織文化與制度
工作環境,公司規模,0.03957010485953388,組織文化與制度
產業前景,公司規模,0.01694018607642141,組織文化與制度
多元性,公司規模,0.005509435383216518,組織文化與制度
變化性,公司規模,0.11202325505766608,組織文化與制度
工學院,公司規模,0.0043411794548279155,科系專業
管理學院/商學院,公司規模,-0.0023606920760049117,科系專業
面試,公司規模,0.003222571375667803,招募資訊
學經歷,公司規模,0.02107096958940331,招募資訊
徵才,公司規模,0.0008684898415708514,招募資訊
實習,公司規模,0.006044240162458747,招募資訊
工作,公司規模,0.04110941019684039,招募資訊
離職,公司規模,-0.007284764564165965,招募資訊
新鮮人,公司規模,0.039205252711256106,招募資訊
畢業,公司規模,0.0008413111673458948,招募資訊
招募人員,公司規模,-0.011719673278051413,招募資訊
正向,公司規模,0.09814673858917747,情緒
負向,公司規模,0.028596948762909864,情緒
成就感,工作環境,-0.012659869934767053,成長價值
學習成長,工作環境,-0.006043572767295674,成長價值
創新,工作環境,0.0020215360266179097,成長價值
薪資,工作環境,0.007629360431538924,經濟報酬
福利,工作環境,0.04171675369723113,經濟報酬
管理制度,工作環境,-0.013129394419439836,經濟報酬
工作氛圍,工作環境,0.023026581648623486,人際價值
同事互動,工作環境,0.037618975427938704,人際價值
主管風格,工作環境,-0.0007549845715560364,人際價值
工作地點,工作環境,0.09906994169476477,組織文化與制度
公司規模,工作環境,0.03957010485953388,組織文化與制度
工作環境,工作環境,1.0,組織文化與制度
產業前景,工作環境,-0.004318643246761466,組織文化與制度
多元性,工作環境,-0.004390561738033895,組織文化與制度
變化性,工作環境,0.02136779297078578,組織文化與制度
工學院,工作環境,-0.01648178471169286,科系專業
管理學院/商學院,工作環境,-0.0036119615072031917,科系專業
面試,工作環境,-0.01766662940421229,招募資訊
學經歷,工作環境,0.017755644208125906,招募資訊
徵才,工作環境,0.017799412501258514,招募資訊
實習,工作環境,0.0024788752103737763,招募資訊
工作,工作環境,0.020979657044703278,招募資訊
離職,工作環境,-0.00576370342972976,招募資訊
新鮮人,工作環境,0.002202098284623117,招募資訊
畢業,工作環境,0.008599743956502414,招募資訊
招募人員,工作環境,-0.01793160962735912,招募資訊
正向,工作環境,0.07630009457507152,情緒
負向,工作環境,0.012940288959525377,情緒
成就感,產業前景,-0.007400397925755683,成長價值
學習成長,產業前景,0.022298611456273758,成長價值
創新,產業前景,0.07710590450795399,成長價值
薪資,產業前景,0.0224369131542627,經濟報酬
福利,產業前景,-0.002770124174977373,經濟報酬
管理制度,產業前景,-0.020022684120018376,經濟報酬
工作氛圍,產業前景,-0.01006700998206154,人際價值
同事互動,產業前景,0.0482617757591853,人際價值
主管風格,產業前景,0.02716917505395324,人際價值
工作地點,產業前景,-0.005817320857616603,組織文化與制度
公司規模,產業前景,0.01694018607642141,組織文化與制度
工作環境,產業前景,-0.004318643246761466,組織文化與制度
產業前景,產業前景,1.0,組織文化與制度
多元性,產業前景,-0.008977178741046421,組織文化與制度
變化性,產業前景,-0.013395637423922899,組織文化與制度
工學院,產業前景,0.035685818971826155,科系專業
管理學院/商學院,產業前景,-0.002111392343171622,科系專業
面試,產業前景,0.0038711222046684717,招募資訊
學經歷,產業前景,-0.013427964813015726,招募資訊
徵才,產業前景,-0.014913256584007068,招募資訊
實習,產業前景,0.011504736739753201,招募資訊
工作,產業前景,0.06327734565939334,招募資訊
離職,產業前景,0.011186521903900688,招募資訊
新鮮人,產業前景,0.011946006276466444,招募資訊
畢業,產業前景,-0.01040487062849336,招募資訊
招募人員,產業前景,-0.01048202290983575,招募資訊
正向,產業前景,0.06852353242884142,情緒
負向,產業前景,0.06443608638094342,情緒
成就感,多元性,-0.003765141225427839,成長價值
學習成長,多元性,0.06924043417103792,成長價值
創新,多元性,-0.0035673096257503012,成長價值
薪資,多元性,0.010162208115276714,經濟報酬
福利,多元性,-0.0014093713385955442,經濟報酬
管理制度,多元性,0.018768904199426294,經濟報酬
工作氛圍,多元性,0.03348338129851243,人際價值
同事互動,多元性,0.03826185343243326,人際價值
主管風格,多元性,-0.01997890393028908,人際價值
工作地點,多元性,-0.007297916013997107,組織文化與制度
公司規模,多元性,0.005509435383216517,組織文化與制度
工作環境,多元性,-0.004390561738033894,組織文化與制度
產業前景,多元性,-0.008977178741046421,組織文化與制度
多元性,多元性,1.0,組織文化與制度
變化性,多元性,0.008756440620205735,組織文化與制度
工學院,多元性,-0.007953585652379646,科系專業
管理學院/商學院,多元性,-0.0010742247152225244,科系專業
面試,多元性,0.01727852013588452,招募資訊
學經歷,多元性,0.0449826898501753,招募資訊
徵才,多元性,-0.007587499717333685,招募資訊
實習,多元性,-0.009082750805407177,招募資訊
工作,多元性,0.016258173095126977,招募資訊
離職,多元性,0.05842955585405227,招募資訊
新鮮人,多元性,-0.006971053110018929,招募資訊
畢業,多元性,0.03948815823621765,招募資訊
招募人員,多元性,-0.005332996546894676,招募資訊
正向,多元性,0.042006361864422234,情緒
負向,多元性,0.05583599394746302,情緒
成就感,變化性,-0.00882748042772914,成長價值
學習成長,變化性,0.0064530284389744804,成長價值
創新,變化性,-0.008363658629400292,成長價值
薪資,變化性,0.04215792874974556,經濟報酬
福利,變化性,0.03843581988285751,經濟報酬
管理制度,變化性,0.0362484219309678,經濟報酬
工作氛圍,變化性,-0.01780551398235404,人際價值
同事互動,變化性,0.03946350454778018,人際價值
主管風格,變化性,0.03637669762853988,人際價值
工作地點,變化性,0.028281274630636188,組織文化與制度
公司規模,變化性,0.11202325505766608,組織文化與制度
工作環境,變化性,0.02136779297078578,組織文化與制度
產業前景,變化性,-0.013395637423922899,組織文化與制度
多元性,變化性,0.008756440620205735,組織文化與制度
變化性,變化性,1.0,組織文化與制度
工學院,變化性,0.01777794627041204,科系專業
管理學院/商學院,變化性,0.07988591850269117,科系專業
面試,變化性,0.025184043282150993,招募資訊
學經歷,變化性,0.0020540973895969527,招募資訊
徵才,變化性,0.026138588504146618,招募資訊
實習,變化性,-0.014783144004864825,招募資訊
工作,變化性,0.06506548427878528,招募資訊
離職,變化性,-0.017567793718813896,招募資訊
新鮮人,變化性,-0.004966087805407199,招募資訊
畢業,變化性,0.018826088327326948,招募資訊
招募人員,變化性,0.002107266687614826,招募資訊
正向,變化性,0.043044273875397124,情緒
負向,變化性,0.05364701997968197,情緒
成就感,工學院,0.021116699981648588,成長價值
學習成長,工學院,0.018690216247633912,成長價值
創新,工學院,-0.006212089409505132,成長價值
薪資,工學院,-0.019270994231898035,經濟報酬
福利,工學院,-0.024941813821060067,經濟報酬
管理制度,工學院,0.006343301930962907,經濟報酬
工作氛圍,工學院,0.004375717826076575,人際價值
同事互動,工學院,0.020610803286089042,人際價值
主管風格,工學院,-0.006884447535696938,人際價值
工作地點,工學院,-0.012708542722156931,組織文化與制度
公司規模,工學院,0.0043411794548279155,組織文化與制度
工作環境,工學院,-0.01648178471169286,組織文化與制度
產業前景,工學院,0.03568581897182615,組織文化與制度
多元性,工學院,-0.007953585652379646,組織文化與制度
變化性,工學院,0.01777794627041204,組織文化與制度
工學院,工學院,1.0,科系專業
管理學院/商學院,工學院,-0.001870647820613245,科系專業
面試,工學院,-0.0024060642226482356,招募資訊
學經歷,工學院,0.012343860690273017,招募資訊
徵才,工學院,-0.01321282186957867,招募資訊
實習,工學院,-0.015816642233732976,招募資訊
工作,工學院,0.02379347943898492,招募資訊
離職,工學院,-0.013048440897071778,招募資訊
新鮮人,工學院,-0.01213934582107897,招募資訊
畢業,工學院,-0.009218489698469001,招募資訊
招募人員,工學院,-0.009286844946329554,招募資訊
正向,工學院,0.10460870077269906,情緒
負向,工學院,0.0941556835653452,情緒
成就感,管理學院/商學院,-0.0008855443991529009,成長價值
學習成長,管理學院/商學院,-0.003572720275235216,成長價值
創新,管理學院/商學院,-0.0008390152905269695,成長價值
薪資,管理學院/商學院,-0.00497823969726764,經濟報酬
福利,管理學院/商學院,-0.004484391716729041,經濟報酬
管理制度,管理學院/商學院,-0.005600801394536495,經濟報酬
工作氛圍,管理學院/商學院,-0.003474580186933056,人際價值
同事互動,管理學院/商學院,-0.004434022869661153,人際價值
主管風格,管理學院/商學院,-0.004698948968287674,人際價值
工作地點,管理學院/商學院,-0.0017164372502253432,組織文化與制度
公司規模,管理學院/商學院,-0.0023606920760049117,組織文化與制度
工作環境,管理學院/商學院,-0.0036119615072031917,組織文化與制度
產業前景,管理學院/商學院,-0.002111392343171622,組織文化與制度
多元性,管理學院/商學院,-0.0010742247152225244,組織文化與制度
變化性,管理學院/商學院,0.07988591850269117,組織文化與制度
工學院,管理學院/商學院,-0.001870647820613245,科系專業
管理學院/商學院,管理學院/商學院,1.0,科系專業
面試,管理學院/商學院,-0.0019371785575363746,招募資訊
學經歷,管理學院/商學院,-0.0016068134648278558,招募資訊
徵才,管理學院/商學院,-0.001784546043819548,招募資訊
實習,管理學院/商學院,-0.0021362224211698496,招募資訊
工作,管理學院/商學院,-0.006398041555120354,招募資訊
離職,管理學院/商學院,-0.0017623444719629005,招募資訊
新鮮人,管理學院/商學院,-0.0016395605551484404,招募資訊
畢業,管理學院/商學院,-0.001245064792651951,招募資訊
招募人員,管理學院/商學院,0.17609433503040578,招募資訊
正向,管理學院/商學院,-0.013454519523147995,情緒
負向,管理學院/商學院,-0.01031343110384309,情緒
成就感,面試,-0.006789781267026773,成長價值
學習成長,面試,0.01120692248789007,成長價值
創新,面試,-0.006433026178945329,成長價值
薪資,面試,0.019121499609339856,經濟報酬
福利,面試,-0.006129372258159419,經濟報酬
管理制度,面試,0.03492802026943284,經濟報酬
工作氛圍,面試,0.024837161004500938,人際價值
同事互動,面試,0.007781383044027775,人際價值
主管風格,面試,0.05487509416007854,人際價值
工作地點,面試,0.006672944706409088,組織文化與制度
公司規模,面試,0.003222571375667803,組織文化與制度
工作環境,面試,-0.01766662940421229,組織文化與制度
產業前景,面試,0.0038711222046684717,組織文化與制度
多元性,面試,0.01727852013588452,組織文化與制度
變化性,面試,0.025184043282150993,組織文化與制度
工學院,面試,-0.0024060642226482356,科系專業
管理學院/商學院,面試,-0.0019371785575363746,科系專業
面試,面試,1.0,招募資訊
學經歷,面試,0.023212948884700265,招募資訊
徵才,面試,0.015108105566304915,招募資訊
實習,面試,0.06897707145782998,招募資訊
工作,面試,0.04698074147617003,招募資訊
離職,面試,0.0015567941775019836,招募資訊
新鮮人,面試,-0.012571089099712789,招募資訊
畢業,面試,0.03140056494841448,招募資訊
招募人員,面試,0.12444711095603045,招募資訊
正向,面試,0.061942247503090644,情緒
負向,面試,0.040557142118098875,情緒
成就感,學經歷,0.021826912453981932,成長價值
學習成長,學經歷,-0.005924379419754541,成長價值
創新,學經歷,-0.00533594233928815,成長價值
薪資,學經歷,0.08468402095439827,經濟報酬
福利,學經歷,0.020660470575867694,經濟報酬
管理制度,學經歷,0.011821338444214563,經濟報酬
工作氛圍,學經歷,0.0003036617595080583,人際價值
同事互動,學經歷,0.05133986377111504,人際價值
主管風格,學經歷,0.01626636212783174,人際價值
工作地點,學經歷,-0.0008469420650998796,組織文化與制度
公司規模,學經歷,0.02107096958940331,組織文化與制度
工作環境,學經歷,0.017755644208125903,組織文化與制度
產業前景,學經歷,-0.013427964813015726,組織文化與制度
多元性,學經歷,0.0449826898501753,組織文化與制度
變化性,學經歷,0.0020540973895969523,組織文化與制度
工學院,學經歷,0.012343860690273016,科系專業
管理學院/商學院,學經歷,-0.0016068134648278558,科系專業
面試,學經歷,0.02321294888470027,招募資訊
學經歷,學經歷,0.9999999999999998,招募資訊
徵才,學經歷,0.01788419025911179,招募資訊
實習,學經歷,0.021081535356573772,招募資訊
工作,學經歷,0.0063853188598362014,招募資訊
離職,學經歷,0.01939388035050698,招募資訊
新鮮人,學經歷,0.06529064223559398,招募資訊
畢業,學經歷,0.11681101459513195,招募資訊
招募人員,學經歷,-0.00797703733492652,招募資訊
正向,學經歷,0.0765468840569732,情緒
負向,學經歷,0.06745098709820535,情緒
成就感,徵才,-0.006254806636865854,成長價值
學習成長,徵才,0.015595447266954636,成長價值
創新,徵才,-0.005926160690124666,成長價值
薪資,徵才,0.03200419467551607,經濟報酬
福利,徵才,0.03307967498022599,經濟報酬
管理制度,徵才,0.03251437787722323,經濟報酬
工作氛圍,徵才,0.02083505978349333,人際價值
同事互動,徵才,0.039573452472894004,人際價值
主管風格,徵才,0.017291948006694962,人際價值
工作地點,徵才,-0.012123596642633655,組織文化與制度
公司規模,徵才,0.0008684898415708514,組織文化與制度
工作環境,徵才,0.017799412501258514,組織文化與制度
產業前景,徵才,-0.014913256584007066,組織文化與制度
多元性,徵才,-0.007587499717333684,組織文化與制度
變化性,徵才,0.026138588504146618,組織文化與制度
工學院,徵才,-0.01321282186957867,科系專業
管理學院/商學院,徵才,-0.001784546043819548,科系專業
面試,徵才,0.015108105566304916,招募資訊
學經歷,徵才,0.01788419025911179,招募資訊
徵才,徵才,1.0,招募資訊
實習,徵才,0.027045670482068032,招募資訊
工作,徵才,0.05289161848494899,招募資訊
離職,徵才,0.06193862296402569,招募資訊
新鮮人,徵才,0.04363528646947349,招募資訊
畢業,徵才,-0.008794183031203058,招募資訊
招募人員,徵才,0.0147756032984969,招募資訊
正向,徵才,0.08296789453282814,情緒
負向,徵才,0.062487583337803444,情緒
成就感,實習,-0.007487426970030019,成長價值
學習成長,實習,0.05856198514598133,成長價值
創新,實習,-0.007094015523748468,成長價值
薪資,實習,-0.008554333860720673,經濟報酬
福利,實習,0.02706025526865269,經濟報酬
管理制度,實習,-0.027412415996975626,經濟報酬
工作氛圍,實習,0.04595791429182762,人際價值
同事互動,實習,0.016008301705086415,人際價值
主管風格,實習,0.053393349117248266,人際價值
工作地點,實習,-0.0072563829504173,組織文化與制度
